run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_005,5,0.0816,0.00,5.00,573,567,6,0.0105,563,0.0145,0.2908,55.8966,55.8908,0.0008,0.0099,-0.0000,0.0189,0.9930,10.00,,26,6,0,0,0
run_005,5,0.0816,5.00,10.00,569,563,6,0.0105,563,0.0143,0.2929,55.8960,55.8911,0.0011,0.0106,-0.0297,0.1126,1.0000,10.00,,28,6,0,0,0
run_005,5,0.0816,10.00,15.00,567,563,4,0.0071,563,0.0142,0.2930,55.8863,55.8836,0.0009,0.0326,-5.4976,1.8568,1.0000,10.00,,26,4,0,0,0
run_005,5,0.0816,15.00,20.00,579,572,7,0.0121,572,0.0154,0.3209,53.2018,43.9587,2.1409,1.7805,-9.9631,2.5879,1.0000,10.00,,27,7,0,0,0
run_005,5,0.0816,20.00,25.00,575,567,8,0.0139,567,0.0273,0.5639,31.8216,28.0209,19.5434,15.9551,-9.9887,3.2791,1.0000,10.00,,27,8,0,0,0
run_005,5,0.0816,25.00,30.00,588,562,26,0.0442,562,0.0324,0.6903,21.9911,12.8648,28.6023,23.3835,-9.9937,4.5912,1.0000,10.00,,27,13,0,13,0
run_005,5,0.0816,30.00,35.00,581,568,13,0.0224,568,0.0389,0.8186,12.4911,11.5148,44.2575,35.9825,-9.9866,1.5841,1.0000,10.00,,27,13,0,0,0
run_005,5,0.0816,35.00,40.00,586,575,11,0.0188,575,0.0412,0.8476,10.4793,5.3729,56.5630,26.6614,-9.9925,5.4290,1.0000,10.00,,28,11,0,0,0
run_005,5,0.0816,40.00,45.00,585,573,12,0.0205,573,0.0344,0.7162,19.9651,18.1504,68.2738,16.9780,-9.9861,1.9755,1.0000,10.00,,27,12,0,0,0
run_005,5,0.0816,45.00,50.00,578,565,13,0.0225,565,0.0219,0.4567,40.8615,27.8014,84.7411,3.5110,-9.9939,4.0339,1.0000,10.00,,27,9,0,4,0
run_005,5,0.0816,50.00,55.00,583,580,3,0.0051,580,0.0164,0.3302,52.4244,46.6777,93.7907,-3.8158,-9.9916,3.9666,1.0000,10.00,,27,3,0,0,0
run_005,5,0.0816,55.00,60.00,572,570,2,0.0035,570,0.0066,0.1352,73.7187,66.8548,110.3374,-17.3531,-9.9898,1.9863,1.0000,10.00,,23,2,0,0,0
run_005,5,0.0816,60.00,65.00,591,591,0,0.0000,591,0.0061,0.1247,75.0475,73.7049,111.3032,-18.2897,-12.9391,1.2768,1.0000,10.00,,20,0,0,0,0
run_005,5,0.0816,65.00,70.00,576,569,7,0.0122,569,0.0120,0.2483,61.0015,44.9600,95.0341,-15.6836,-14.9835,7.1943,1.0000,10.00,,27,7,0,0,0
run_005,5,0.0816,70.00,75.00,567,560,7,0.0123,560,0.0247,0.5127,35.9784,32.7598,50.1110,-8.2358,-14.9919,9.8854,1.0000,10.00,,27,7,0,0,0
run_005,5,0.0816,75.00,80.00,570,562,8,0.0140,562,0.0174,0.3592,49.6345,37.7142,8.2872,-1.2719,-14.9916,5.4476,1.0000,10.00,,27,8,0,0,0
run_005,5,0.0816,80.00,85.00,570,567,3,0.0053,567,0.0141,0.2902,56.1639,55.9667,-0.3542,0.1238,-14.9934,0.1142,1.0000,10.00,,25,3,0,0,0
run_005,5,0.0816,85.00,90.00,567,565,2,0.0035,565,0.0143,0.2926,55.9287,55.8916,-0.0487,0.0371,-13.6108,0.8624,1.0000,10.00,,27,2,0,0,0
run_005,5,0.0816,90.00,95.00,557,555,2,0.0036,555,0.0142,0.2929,55.8956,55.8839,-0.0102,0.0341,-9.3393,0.5030,1.0000,10.00,,25,2,0,0,0
run_005,5,0.0816,95.00,100.00,551,549,2,0.0036,549,0.0143,0.2929,55.8947,55.8804,-0.0053,0.0262,-6.8511,0.5012,1.0000,10.00,,26,2,0,0,0
run_005,5,0.0816,100.00,105.00,552,547,5,0.0091,547,0.0142,0.2930,55.8900,55.8787,-0.0002,0.0267,-4.3654,0.5007,1.0000,10.00,,26,5,0,0,0
run_005,5,0.0816,105.00,110.00,559,554,5,0.0089,554,0.0142,0.2930,55.8907,55.8823,-0.0007,0.0259,-1.8650,0.4947,1.0000,10.00,,26,5,0,0,0
run_005,5,0.0816,110.00,115.00,441,438,3,0.0068,438,0.0141,0.2930,55.8886,55.8825,-0.0020,0.0332,-0.0840,0.1744,1.0000,10.00,,26,3,0,0,0
