run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_004,4,0.0612,0.00,5.00,572,570,2,0.0035,567,0.0107,0.2913,55.9027,55.9017,0.0011,-0.0044,0.0051,0.0187,0.9948,10.00,,26,2,0,0,0
run_004,4,0.0612,5.00,10.00,571,570,1,0.0018,570,0.0108,0.2928,55.9038,55.9017,0.0012,-0.0071,-0.0608,0.1690,1.0000,10.00,,25,1,0,0,0
run_004,4,0.0612,10.00,15.00,567,541,26,0.0459,541,0.0100,0.2929,55.8978,55.8966,0.0009,0.0069,-5.9449,1.8165,1.0000,10.00,,24,5,0,21,0
run_004,4,0.0612,15.00,20.00,582,578,4,0.0069,578,0.0122,0.3279,52.5418,42.4400,2.6778,2.1935,-9.9594,2.9778,1.0000,10.00,,25,4,0,0,0
run_004,4,0.0612,20.00,25.00,576,566,10,0.0174,566,0.0209,0.5721,31.1456,28.0328,20.1064,16.4061,-9.9885,2.8780,1.0000,10.00,,27,10,0,0,0
run_004,4,0.0612,25.00,30.00,590,580,10,0.0169,580,0.0256,0.7120,20.3696,12.2558,30.5072,24.9101,-9.9943,5.0659,1.0000,10.00,,27,10,0,0,0
run_004,4,0.0612,30.00,35.00,585,553,32,0.0547,553,0.0285,0.8220,12.2507,9.8423,44.8586,36.0755,-9.9861,1.5537,1.0000,10.00,,25,10,0,22,0
run_004,4,0.0612,35.00,40.00,577,568,9,0.0156,568,0.0302,0.8328,11.5452,5.4493,59.1772,24.4175,-9.9981,5.0516,1.0000,10.00,,27,9,0,0,0
run_004,4,0.0612,40.00,45.00,581,568,13,0.0224,568,0.0253,0.7031,20.9702,18.4286,69.0659,16.3040,-9.9903,2.5050,1.0000,10.00,,27,13,0,0,0
run_004,4,0.0612,45.00,50.00,581,578,3,0.0052,578,0.0160,0.4360,42.6076,30.9297,86.1035,2.3857,-9.9914,3.4035,1.0000,10.00,,27,3,0,0,0
run_004,4,0.0612,50.00,55.00,583,581,2,0.0034,581,0.0113,0.3096,54.5294,46.6634,95.4243,-5.1600,-9.9921,4.5807,1.0000,10.00,,25,2,0,0,0
run_004,4,0.0612,55.00,60.00,590,589,1,0.0017,589,0.0047,0.1284,74.5670,69.2541,110.9890,-17.9018,-10.0093,1.3627,1.0000,10.00,,25,1,0,0,0
run_004,4,0.0612,60.00,65.00,582,580,2,0.0034,580,0.0046,0.1261,74.8598,72.3988,111.0880,-18.2676,-13.4321,1.5641,1.0000,10.00,,22,2,0,0,0
run_004,4,0.0612,65.00,70.00,575,573,2,0.0035,573,0.0103,0.2784,57.8945,41.7049,91.1826,-15.0695,-14.9836,7.8726,1.0000,10.00,,27,2,0,0,0
run_004,4,0.0612,70.00,75.00,574,568,6,0.0105,568,0.0185,0.5161,35.6815,32.7853,44.8835,-7.3773,-14.9920,9.8773,1.0000,10.00,,27,6,0,0,0
run_004,4,0.0612,75.00,80.00,578,572,6,0.0104,572,0.0122,0.3371,51.6773,40.4420,5.4364,-0.8001,-14.9906,4.2859,1.0000,10.00,,27,6,0,0,0
run_004,4,0.0612,80.00,85.00,564,562,2,0.0035,562,0.0106,0.2907,56.1213,55.9551,-0.2915,0.0931,-14.9941,0.1076,1.0000,10.00,,27,2,0,0,0
run_004,4,0.0612,85.00,90.00,569,567,2,0.0035,567,0.0107,0.2926,55.9230,55.8995,-0.0382,0.0290,-13.0514,0.9260,1.0000,10.00,,27,2,0,0,0
run_004,4,0.0612,90.00,95.00,548,542,6,0.0109,542,0.0106,0.2929,55.8992,55.8963,-0.0100,0.0256,-9.0553,0.4932,1.0000,10.00,,25,6,0,0,0
run_004,4,0.0612,95.00,100.00,566,565,1,0.0018,565,0.0108,0.2929,55.8937,55.8895,-0.0037,0.0253,-6.5450,0.5013,1.0000,10.00,,26,1,0,0,0
run_004,4,0.0612,100.00,105.00,541,538,3,0.0055,538,0.0107,0.2929,55.8923,55.8895,-0.0003,0.0216,-4.0531,0.5006,1.0000,10.00,,26,3,0,0,0
run_004,4,0.0612,105.00,110.00,555,554,1,0.0018,554,0.0106,0.2929,55.8921,55.8895,-0.0009,0.0234,-1.5842,0.4980,1.0000,10.00,,26,1,0,0,0
run_004,4,0.0612,110.00,115.00,396,394,2,0.0051,394,0.0107,0.2930,55.8905,55.8895,-0.0002,0.0255,-0.0251,0.1179,1.0000,10.00,,26,2,0,0,0
