run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_007,7,0.1224,0.00,5.00,577,569,8,0.0139,565,0.0211,0.2909,55.8961,55.8916,-0.0008,0.0141,0.0004,0.0181,0.9931,10.00,,32,8,0,0,0
run_007,7,0.1224,5.00,10.00,576,571,5,0.0087,571,0.0211,0.2929,55.8915,55.8908,-0.0013,0.0254,-0.0208,0.1164,1.0000,10.00,,27,5,0,0,0
run_007,7,0.1224,10.00,15.00,564,556,8,0.0142,556,0.0214,0.2929,55.8977,55.8921,-0.0005,0.0100,-5.3804,1.8703,1.0000,10.00,,25,8,0,0,0
run_007,7,0.1224,15.00,20.00,575,564,11,0.0191,564,0.0225,0.3134,53.9018,46.1264,1.5946,1.2973,-9.9631,2.1719,1.0000,10.00,,26,11,0,0,0
run_007,7,0.1224,20.00,25.00,585,569,16,0.0274,569,0.0394,0.5506,32.9335,27.9776,18.6278,15.1975,-9.9911,3.8261,1.0000,10.00,,27,16,0,0,0
run_007,7,0.1224,25.00,30.00,581,565,16,0.0275,565,0.0485,0.6847,22.4066,12.8894,28.1493,22.9309,-10.0009,4.3728,1.0000,10.00,,28,16,0,0,0
run_007,7,0.1224,30.00,35.00,577,556,21,0.0364,556,0.0567,0.8183,12.5125,11.5152,44.1214,35.8859,-9.9924,1.7397,1.0000,10.00,,27,21,0,0,0
run_007,7,0.1224,35.00,40.00,586,561,25,0.0427,561,0.0599,0.8473,10.4983,5.3591,56.6124,26.6478,-9.9858,5.3887,1.0000,10.00,,27,25,0,0,0
run_007,7,0.1224,40.00,45.00,582,570,12,0.0206,570,0.0519,0.7168,19.9180,18.2154,68.2325,17.0030,-9.9922,1.9063,1.0000,10.00,,27,12,0,0,0
run_007,7,0.1224,45.00,50.00,586,577,9,0.0154,577,0.0331,0.4584,40.7232,26.8730,84.6402,3.6079,-9.9879,4.1466,1.0000,10.00,,27,9,0,0,0
run_007,7,0.1224,50.00,55.00,580,576,4,0.0069,576,0.0239,0.3279,52.6696,46.7106,93.9469,-4.0227,-9.9941,3.9630,1.0000,10.00,,27,4,0,0,0
run_007,7,0.1224,55.00,60.00,580,578,2,0.0034,578,0.0097,0.1332,73.9641,66.4577,110.5081,-17.5375,-9.9974,1.7524,1.0000,10.00,,25,2,0,0,0
run_007,7,0.1224,60.00,65.00,575,572,3,0.0052,572,0.0092,0.1243,75.0942,73.9294,111.3181,-18.3497,-12.9329,1.2583,1.0000,10.00,,24,3,0,0,0
run_007,7,0.1224,65.00,70.00,576,575,1,0.0017,575,0.0176,0.2429,61.5634,45.6353,95.7010,-15.8147,-14.9845,7.0684,1.0000,10.00,,27,1,0,0,0
run_007,7,0.1224,70.00,75.00,575,565,10,0.0174,565,0.0369,0.5100,36.2066,32.8324,50.7230,-8.4209,-14.9925,9.8914,1.0000,10.00,,27,10,0,0,0
run_007,7,0.1224,75.00,80.00,576,561,15,0.0260,561,0.0255,0.3589,49.6701,37.3145,8.3048,-1.3545,-14.9915,5.4465,1.0000,10.00,,27,15,0,0,0
run_007,7,0.1224,80.00,85.00,575,547,28,0.0487,547,0.0202,0.2901,56.1766,55.9715,-0.3439,0.0743,-14.9915,0.0949,1.0000,10.00,,27,3,0,25,0
run_007,7,0.1224,85.00,90.00,560,555,5,0.0089,555,0.0215,0.2925,55.9381,55.9057,-0.0428,0.0043,-13.5823,0.8734,1.0000,10.00,,27,5,0,0,0
run_007,7,0.1224,90.00,95.00,558,552,6,0.0108,552,0.0214,0.2927,55.9141,55.8965,-0.0088,-0.0102,-9.3404,0.5057,1.0000,10.00,,26,6,0,0,0
run_007,7,0.1224,95.00,100.00,556,548,8,0.0144,548,0.0209,0.2928,55.9061,55.8923,0.0005,-0.0108,-6.8329,0.5013,1.0000,10.00,,26,5,0,3,0
run_007,7,0.1224,100.00,105.00,555,548,7,0.0126,548,0.0211,0.2928,55.9062,55.8923,0.0003,-0.0108,-4.3302,0.4998,1.0000,10.00,,26,7,0,0,0
run_007,7,0.1224,105.00,110.00,556,550,6,0.0108,550,0.0213,0.2928,55.9065,55.8972,0.0002,-0.0111,-1.8283,0.4947,1.0000,10.00,,26,6,0,0,0
run_007,7,0.1224,110.00,115.00,421,414,7,0.0166,414,0.0209,0.2928,55.9062,55.8966,0.0001,-0.0103,-0.0745,0.1895,1.0000,10.00,,26,7,0,0,0
