run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_010,10,0.1837,0.00,5.00,575,566,9,0.0157,563,0.0319,0.2914,55.8915,55.8848,-0.0060,0.0348,0.0073,0.0183,0.9948,10.00,,40,9,0,0,0
run_010,10,0.1837,5.00,10.00,568,549,19,0.0335,549,0.0310,0.2930,55.8865,55.8850,-0.0090,0.0520,0.0058,0.0239,1.0000,10.00,,26,19,0,0,0
run_010,10,0.1837,10.00,15.00,572,566,6,0.0105,566,0.0319,0.2930,55.8868,55.8846,-0.0091,0.0517,-0.0426,0.1625,1.0000,10.00,,26,6,0,0,0
run_010,10,0.1837,15.00,20.00,561,552,9,0.0160,552,0.0319,0.2930,55.8861,55.8774,-0.0054,0.0457,-5.8295,1.8100,1.0000,10.00,,26,9,0,0,0
run_010,10,0.1837,20.00,25.00,577,551,26,0.0451,551,0.0340,0.3244,52.8650,43.7129,2.3990,2.0236,-9.9608,2.7951,1.0000,10.00,,27,9,0,17,0
run_010,10,0.1837,25.00,30.00,587,329,258,0.4395,329,0.0339,0.5670,31.5637,28.0205,19.7468,16.1648,-9.9831,3.1717,1.0000,10.00,,27,13,245,0,0
run_010,10,0.1837,30.00,35.00,586,284,302,0.5154,284,0.0369,0.6925,21.8265,12.5461,28.8108,23.5794,-9.9933,4.6352,1.0000,10.00,,14,19,283,0,0
run_010,10,0.1837,35.00,40.00,587,271,316,0.5383,271,0.0416,0.8171,12.5977,12.2254,44.2573,36.1164,-9.9850,1.2913,1.0000,10.00,,13,45,271,0,0
run_010,10,0.1837,40.00,45.00,586,265,321,0.5478,265,0.0419,0.8546,9.9723,5.3875,54.4695,28.3709,-9.9944,5.3542,1.0000,10.00,,14,29,265,27,0
run_010,10,0.1837,45.00,50.00,581,274,307,0.5284,274,0.0380,0.7317,18.8035,16.6089,67.3310,17.7098,-9.9882,1.2390,1.0000,10.00,,14,32,275,0,0
run_010,10,0.1837,50.00,55.00,586,434,152,0.2594,434,0.0385,0.5033,36.9883,22.4392,81.7342,6.0446,-9.9907,5.0160,1.0000,10.00,,27,17,124,11,0
run_010,10,0.1837,55.00,60.00,588,570,18,0.0306,570,0.0380,0.3566,49.7967,46.6826,91.7421,-2.1502,-9.9890,2.7853,1.0000,10.00,,27,18,0,0,0
run_010,10,0.1837,60.00,65.00,577,573,4,0.0069,573,0.0162,0.1493,72.0211,60.0840,108.9960,-16.3084,-9.9942,2.9904,1.0000,10.00,,27,4,0,0,0
run_010,10,0.1837,65.00,70.00,575,570,5,0.0087,570,0.0135,0.1234,75.2086,74.8993,111.4760,-18.3248,-12.1907,1.0374,1.0000,10.00,,27,5,0,0,0
run_010,10,0.1837,70.00,75.00,576,561,15,0.0260,561,0.0223,0.2065,65.4623,50.7852,100.3657,-16.5536,-14.9880,5.9028,1.0000,10.00,,27,15,0,0,0
run_010,10,0.1837,75.00,80.00,575,391,184,0.3200,391,0.0358,0.4920,37.7900,32.7190,57.8379,-9.5220,-14.9915,9.8354,1.0000,10.00,,27,19,165,0,0
run_010,10,0.1837,80.00,85.00,576,524,52,0.0903,524,0.0386,0.3915,46.7003,34.3364,12.7077,-2.0084,-14.9923,6.7861,1.0000,10.00,,27,23,29,0,0
run_010,10,0.1837,85.00,90.00,575,565,10,0.0174,565,0.0314,0.2900,56.1855,55.8001,-0.3934,0.1544,-14.9928,0.2063,1.0000,10.00,,27,10,0,0,0
run_010,10,0.1837,90.00,95.00,566,560,6,0.0106,560,0.0317,0.2925,55.9363,55.8835,-0.0625,0.0478,-14.1696,0.7064,1.0000,10.00,,27,6,0,0,0
run_010,10,0.1837,95.00,100.00,555,541,14,0.0252,541,0.0315,0.2929,55.8944,55.8730,-0.0123,0.0409,-9.7236,0.6037,1.0000,10.00,,26,14,0,0,0
run_010,10,0.1837,100.00,105.00,556,546,10,0.0180,546,0.0316,0.2930,55.8892,55.8676,-0.0063,0.0406,-7.1904,0.5014,1.0000,10.00,,26,10,0,0,0
run_010,10,0.1837,105.00,110.00,555,550,5,0.0090,550,0.0322,0.2930,55.8838,55.8685,-0.0002,0.0405,-4.6897,0.5007,1.0000,10.00,,26,5,0,0,0
run_010,10,0.1837,110.00,115.00,556,546,10,0.0180,546,0.0323,0.2930,55.8856,55.8691,-0.0006,0.0371,-2.1868,0.4974,1.0000,10.00,,26,10,0,0,0
run_010,10,0.1837,115.00,120.00,505,485,20,0.0396,485,0.0313,0.2930,55.8860,55.8717,-0.0018,0.0389,-0.1763,0.2408,1.0000,10.00,,27,7,0,13,0
