run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_017,17,0.3265,0.00,5.00,564,513,51,0.0904,511,0.0517,0.2921,55.8756,55.8590,-0.0008,0.0600,0.0017,0.0174,0.9965,10.00,,42,11,0,40,0
run_017,17,0.3265,5.00,10.00,570,548,22,0.0386,548,0.0556,0.2932,55.8608,55.8586,-0.0016,0.0948,-0.0177,0.1043,1.0000,10.00,,28,22,0,0,0
run_017,17,0.3265,10.00,15.00,560,548,12,0.0214,548,0.0563,0.2930,55.8858,55.8588,-0.0003,0.0364,-5.3215,1.8492,1.0000,10.00,,27,12,0,0,0
run_017,17,0.3265,15.00,20.00,583,560,23,0.0395,560,0.0599,0.3209,53.2017,43.2324,2.1332,1.7979,-9.9625,2.6105,1.0000,10.00,,27,20,0,3,0
run_017,17,0.3265,20.00,25.00,582,325,257,0.4416,325,0.0599,0.5623,31.9528,27.9740,19.4231,15.9048,-9.9923,3.4042,1.0000,10.00,,29,32,225,0,0
run_017,17,0.3265,25.00,30.00,583,257,326,0.5592,257,0.0563,0.6560,24.5583,14.5284,25.9167,21.1841,-9.9950,3.4390,1.0000,10.00,,14,38,258,30,0
run_017,17,0.3265,30.00,35.00,585,222,363,0.6205,222,0.0617,0.8141,12.8119,12.2259,42.9841,35.1546,-9.9884,2.4593,1.0000,10.00,,14,47,222,94,0
run_017,17,0.3265,35.00,40.00,583,250,333,0.5712,250,0.0726,0.8590,9.6551,5.3484,52.4232,30.1608,-9.9888,4.9679,1.0000,10.00,,14,55,249,29,0
run_017,17,0.3265,40.00,45.00,579,259,320,0.5527,259,0.0646,0.7396,18.2158,14.5676,66.8740,18.1448,-9.9909,1.0858,1.0000,10.00,,15,50,260,10,0
run_017,17,0.3265,45.00,50.00,586,354,232,0.3959,354,0.0591,0.5481,33.3064,20.1468,78.8297,8.3902,-9.9874,5.3891,1.0000,10.00,,27,38,131,63,0
run_017,17,0.3265,50.00,55.00,581,562,19,0.0327,562,0.0710,0.3739,48.1269,46.5015,90.4519,-1.0726,-9.9909,1.8323,1.0000,10.00,,28,19,0,0,0
run_017,17,0.3265,55.00,60.00,589,577,12,0.0204,577,0.0335,0.1746,69.1063,55.2404,106.7801,-14.3883,-9.9870,4.1489,1.0000,10.00,,27,12,0,0,0
run_017,17,0.3265,60.00,65.00,586,581,5,0.0085,581,0.0241,0.1228,75.3007,75.2072,111.5955,-18.3150,-11.3828,0.9064,1.0000,10.00,,26,5,0,0,0
run_017,17,0.3265,65.00,70.00,576,562,14,0.0243,562,0.0339,0.1747,69.0202,56.7268,104.5082,-17.2065,-14.9508,4.5178,1.0000,10.00,,27,14,0,0,0
run_017,17,0.3265,70.00,75.00,575,382,193,0.3357,382,0.0578,0.4566,40.9292,32.7615,65.5605,-10.8530,-14.9928,9.7470,1.0000,10.00,,28,23,105,65,0
run_017,17,0.3265,75.00,80.00,576,474,102,0.1771,474,0.0668,0.4296,43.2833,32.8495,18.5755,-3.0592,-14.9947,8.0432,1.0000,10.00,,29,16,70,16,0
run_017,17,0.3265,80.00,85.00,575,560,15,0.0261,560,0.0559,0.2910,56.0886,54.2592,-0.2596,0.1035,-14.9905,0.5241,1.0000,10.00,,27,15,0,0,0
run_017,17,0.3265,85.00,90.00,566,544,22,0.0389,544,0.0550,0.2923,55.9601,55.8798,-0.0819,0.0334,-14.6292,0.4809,1.0000,10.00,,27,22,0,0,0
run_017,17,0.3265,90.00,95.00,558,547,11,0.0197,547,0.0573,0.2928,55.9084,55.8704,-0.0122,0.0094,-10.2767,0.7666,1.0000,10.00,,26,11,0,0,0
run_017,17,0.3265,95.00,100.00,556,531,25,0.0450,531,0.0540,0.2929,55.8992,55.8637,-0.0016,0.0087,-7.5893,0.5013,1.0000,10.00,,26,16,0,9,0
run_017,17,0.3265,100.00,105.00,555,469,86,0.1550,469,0.0482,0.2929,55.8992,55.8624,0.0008,0.0040,-5.0879,0.5000,1.0000,10.00,,27,18,0,68,0
run_017,17,0.3265,105.00,110.00,556,533,23,0.0414,533,0.0550,0.2929,55.8973,55.8644,0.0000,0.0098,-2.5851,0.4969,1.0000,10.00,,28,9,0,14,0
run_017,17,0.3265,110.00,115.00,561,536,25,0.0446,536,0.0550,0.2929,55.8972,55.8644,0.0001,0.0100,-0.3445,0.2836,1.0000,10.00,,26,25,0,0,0
run_017,17,0.3265,115.00,120.00,83,80,3,0.0361,80,0.0553,0.2929,55.8972,55.8639,-0.0002,0.0107,0.0115,0.0127,1.0000,10.00,,26,3,0,0,0
