run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_006,6,0.1020,0.00,5.00,576,573,3,0.0052,569,0.0177,0.2909,55.8910,55.8877,-0.0027,0.0293,0.0037,0.0021,0.9931,10.00,,26,3,0,0,0
run_006,6,0.1020,5.00,10.00,574,569,5,0.0087,569,0.0178,0.2930,55.8869,55.8860,-0.0098,0.0527,-0.0206,0.1041,1.0000,10.00,,26,5,0,0,0
run_006,6,0.1020,10.00,15.00,568,565,3,0.0053,565,0.0179,0.2930,55.8865,55.8847,-0.0057,0.0455,-5.4244,1.8587,1.0000,10.00,,26,3,0,0,0
run_006,6,0.1020,15.00,20.00,575,570,5,0.0087,570,0.0195,0.3195,53.3263,44.6861,2.0378,1.7072,-9.9606,2.5394,1.0000,10.00,,27,5,0,0,0
run_006,6,0.1020,20.00,25.00,586,562,24,0.0410,562,0.0326,0.5607,32.0864,27.9797,19.3216,15.7868,-9.9887,3.4480,1.0000,10.00,,27,11,0,13,0
run_006,6,0.1020,25.00,30.00,589,577,12,0.0204,577,0.0415,0.6937,21.7368,12.5017,28.8973,23.5929,-9.9950,4.6192,1.0000,10.00,,27,12,0,0,0
run_006,6,0.1020,30.00,35.00,578,559,19,0.0329,559,0.0484,0.8195,12.4285,10.9710,44.4425,36.0202,-9.9920,1.6208,1.0000,10.00,,27,19,0,0,0
run_006,6,0.1020,35.00,40.00,585,566,19,0.0325,566,0.0499,0.8425,10.8490,5.3870,57.6050,25.8466,-9.9871,5.3140,1.0000,10.00,,27,19,0,0,0
run_006,6,0.1020,40.00,45.00,580,562,18,0.0310,562,0.0420,0.7090,20.5179,18.4765,68.7026,16.5955,-9.9940,2.2653,1.0000,10.00,,27,18,0,0,0
run_006,6,0.1020,45.00,50.00,575,557,18,0.0313,557,0.0263,0.4434,41.9797,28.2486,85.5987,2.7639,-9.9941,3.6751,1.0000,10.00,,27,10,0,8,0
run_006,6,0.1020,50.00,55.00,586,575,11,0.0188,575,0.0187,0.3095,54.5459,46.7298,95.4282,-5.1834,-9.9911,4.5448,1.0000,10.00,,26,11,0,0,0
run_006,6,0.1020,55.00,60.00,581,578,3,0.0052,578,0.0079,0.1286,74.5394,69.3473,110.9679,-17.8839,-10.0158,1.3586,1.0000,10.00,,26,3,0,0,0
run_006,6,0.1020,60.00,65.00,576,573,3,0.0052,573,0.0076,0.1258,74.9018,72.7268,111.1053,-18.3164,-13.4174,1.5011,1.0000,10.00,,26,3,0,0,0
run_006,6,0.1020,65.00,70.00,575,571,4,0.0070,571,0.0167,0.2718,58.5633,42.3673,92.0076,-15.2160,-14.9852,7.7534,1.0000,10.00,,27,4,0,0,0
run_006,6,0.1020,70.00,75.00,576,563,13,0.0226,563,0.0306,0.5152,35.7563,32.8057,45.8116,-7.5978,-14.9945,9.8931,1.0000,10.00,,27,13,0,0,0
run_006,6,0.1020,75.00,80.00,575,565,10,0.0174,565,0.0205,0.3401,51.4038,39.8906,5.8473,-0.9245,-14.9911,4.4708,1.0000,10.00,,27,10,0,0,0
run_006,6,0.1020,80.00,85.00,576,569,7,0.0122,569,0.0178,0.2906,56.1277,55.9461,-0.2868,0.0692,-14.9927,0.0934,1.0000,10.00,,27,7,0,0,0
run_006,6,0.1020,85.00,90.00,557,555,2,0.0036,555,0.0179,0.2926,55.9221,55.8929,-0.0268,0.0080,-13.1149,0.9356,1.0000,10.00,,26,2,0,0,0
run_006,6,0.1020,90.00,95.00,559,553,6,0.0107,553,0.0175,0.2928,55.9041,55.8828,0.0003,-0.0059,-9.0832,0.4915,1.0000,10.00,,26,6,0,0,0
run_006,6,0.1020,95.00,100.00,555,547,8,0.0144,547,0.0177,0.2929,55.8955,55.8812,0.0087,-0.0035,-6.5727,0.5008,1.0000,10.00,,26,8,0,0,0
run_006,6,0.1020,100.00,105.00,556,549,7,0.0126,549,0.0176,0.2929,55.8975,55.8842,0.0082,-0.0070,-4.0718,0.4995,1.0000,10.00,,26,7,0,0,0
run_006,6,0.1020,105.00,110.00,555,549,6,0.0108,549,0.0176,0.2929,55.8959,55.8845,0.0082,-0.0035,-1.5703,0.4955,1.0000,10.00,,26,6,0,0,0
run_006,6,0.1020,110.00,115.00,424,419,5,0.0118,419,0.0177,0.2929,55.8991,55.8868,0.0078,-0.0096,-0.0244,0.1207,1.0000,10.00,,27,5,0,0,0
