run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_018,18,0.3469,0.00,5.00,579,549,30,0.0518,546,0.0581,0.2915,55.8824,55.8628,-0.0005,0.0442,0.0040,0.0203,0.9948,10.00,,44,20,0,10,0
run_018,18,0.3469,5.00,10.00,568,547,21,0.0370,547,0.0590,0.2931,55.8784,55.8623,-0.0008,0.0538,-0.0342,0.1194,1.0000,10.00,,28,21,0,0,0
run_018,18,0.3469,10.00,15.00,568,545,23,0.0405,545,0.0579,0.2931,55.8717,55.8651,-0.0008,0.0686,-5.6085,1.8509,1.0000,10.00,,26,23,0,0,0
run_018,18,0.3469,15.00,20.00,577,559,18,0.0312,559,0.0654,0.3213,53.1621,43.6987,2.1620,1.8287,-9.9634,2.6163,1.0000,10.00,,28,18,0,0,0
run_018,18,0.3469,20.00,25.00,578,290,288,0.4983,290,0.0584,0.5654,31.6981,27.9860,19.6472,16.0307,-9.9991,3.2465,1.0000,10.00,,27,39,205,44,0
run_018,18,0.3469,25.00,30.00,587,269,318,0.5417,269,0.0645,0.6771,22.9721,13.2255,27.5387,22.4970,-9.9961,4.1763,1.0000,10.00,,14,48,270,0,0
run_018,18,0.3469,30.00,35.00,584,261,323,0.5531,261,0.0749,0.8166,12.6350,12.2256,43.8518,35.8172,-9.9886,1.7880,1.0000,10.00,,14,63,260,0,0
run_018,18,0.3469,35.00,40.00,587,238,349,0.5945,238,0.0722,0.8533,10.0667,5.3453,54.9717,28.0378,-9.9862,5.3642,1.0000,10.00,,14,54,238,57,0
run_018,18,0.3469,40.00,45.00,588,232,356,0.6054,232,0.0602,0.7367,18.4283,17.3698,67.0631,18.0402,-9.9894,0.5462,1.0000,10.00,,14,44,232,80,0
run_018,18,0.3469,45.00,50.00,581,353,228,0.3924,353,0.0666,0.5672,31.7669,19.1870,77.5954,9.3458,-9.9893,5.3426,1.0000,10.00,,28,42,177,9,0
run_018,18,0.3469,50.00,55.00,580,555,25,0.0431,555,0.0747,0.3779,47.7479,45.4029,90.1393,-0.8584,-9.9926,1.6791,1.0000,10.00,,29,25,0,0,0
run_018,18,0.3469,55.00,60.00,588,573,15,0.0255,573,0.0375,0.1830,68.1597,53.9947,106.0383,-13.7961,-9.9869,4.4376,1.0000,10.00,,27,15,0,0,0
run_018,18,0.3469,60.00,65.00,583,573,10,0.0172,573,0.0249,0.1227,75.3025,75.2202,111.5772,-18.3441,-11.1977,0.8543,1.0000,10.00,,27,10,0,0,0
run_018,18,0.3469,65.00,70.00,575,562,13,0.0226,562,0.0341,0.1677,69.8157,58.2503,105.4032,-17.3766,-14.9335,4.1883,1.0000,10.00,,27,13,0,0,0
run_018,18,0.3469,70.00,75.00,576,453,123,0.2135,453,0.0695,0.4447,42.0012,32.7797,67.7172,-11.2141,-14.9921,9.7090,1.0000,10.00,,28,25,98,0,0
run_018,18,0.3469,75.00,80.00,575,470,105,0.1826,470,0.0723,0.4405,42.3141,32.7797,20.4025,-3.3715,-14.9948,8.3319,1.0000,10.00,,29,22,83,0,0
run_018,18,0.3469,80.00,85.00,576,559,17,0.0295,559,0.0586,0.2917,56.0133,53.6394,-0.1664,0.0865,-14.9901,0.6705,1.0000,10.00,,28,17,0,0,0
run_018,18,0.3469,85.00,90.00,569,555,14,0.0246,555,0.0601,0.2921,55.9719,55.8918,-0.0931,0.0294,-14.7194,0.4225,1.0000,10.00,,27,14,0,0,0
run_018,18,0.3469,90.00,95.00,556,525,31,0.0558,525,0.0574,0.2928,55.9089,55.8778,-0.0128,0.0096,-10.4480,0.8080,1.0000,10.00,,27,22,0,9,0
run_018,18,0.3469,95.00,100.00,555,536,19,0.0342,536,0.0588,0.2928,55.9025,55.8729,-0.0029,0.0041,-7.7046,0.5014,1.0000,10.00,,27,19,0,0,0
run_018,18,0.3469,100.00,105.00,556,537,19,0.0342,537,0.0591,0.2929,55.8991,55.8694,0.0007,0.0044,-5.2016,0.5006,1.0000,10.00,,27,19,0,0,0
run_018,18,0.3469,105.00,110.00,555,532,23,0.0414,532,0.0594,0.2929,55.8993,55.8712,0.0000,0.0054,-2.7005,0.4954,1.0000,10.00,,26,23,0,0,0
run_018,18,0.3469,110.00,115.00,560,550,10,0.0179,550,0.0599,0.2929,55.8942,55.8652,0.0001,0.0165,-0.4060,0.3097,1.0000,10.00,,27,10,0,0,0
run_018,18,0.3469,115.00,120.00,58,54,4,0.0690,54,0.0595,0.2930,55.8904,55.8652,0.0000,0.0252,0.0221,0.0006,1.0000,10.00,,25,4,0,0,0
