run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_002,2,0.0204,0.00,5.00,574,569,5,0.0087,565,0.0035,0.2908,55.9033,55.9017,-0.0007,-0.0021,-0.0095,0.0182,0.9930,10.00,,17,5,0,0,0
run_002,2,0.0204,5.00,10.00,575,575,0,0.0000,575,0.0035,0.2928,55.9037,55.9017,-0.0015,-0.0015,-0.0397,0.1311,1.0000,10.00,,13,0,0,0,0
run_002,2,0.0204,10.00,15.00,563,562,1,0.0018,562,0.0036,0.2928,55.9099,55.9017,-0.0007,-0.0168,-5.5659,1.8483,1.0000,10.00,,15,1,0,0,0
run_002,2,0.0204,15.00,20.00,578,577,1,0.0017,577,0.0038,0.3195,53.3298,43.2881,2.0574,1.6588,-9.9709,2.5515,1.0000,10.00,,19,1,0,0,0
run_002,2,0.0204,20.00,25.00,585,580,5,0.0085,580,0.0069,0.5609,32.0745,28.0069,19.3441,15.7501,-10.0038,3.4297,1.0000,10.00,,23,5,0,0,0
run_002,2,0.0204,25.00,30.00,584,584,0,0.0000,584,0.0085,0.6959,21.5695,12.4380,29.1082,23.6967,-10.0054,4.6249,1.0000,10.00,,22,0,0,0,0
run_002,2,0.0204,30.00,35.00,579,578,1,0.0017,578,0.0101,0.8188,12.4808,10.9603,44.4246,36.0842,-9.9991,1.4420,1.0000,10.00,,26,1,0,0,0
run_002,2,0.0204,35.00,40.00,586,583,3,0.0051,583,0.0103,0.8465,10.5573,5.3529,56.8624,26.3884,-9.9966,5.3706,1.0000,10.00,,25,3,0,0,0
run_002,2,0.0204,40.00,45.00,579,577,2,0.0035,577,0.0087,0.7161,19.9743,18.2829,68.2674,16.9428,-10.0002,1.9371,1.0000,10.00,,25,2,0,0,0
run_002,2,0.0204,45.00,50.00,586,585,1,0.0017,585,0.0055,0.4558,40.9370,26.8615,84.7941,3.4487,-9.9969,4.0885,1.0000,10.00,,24,1,0,0,0
run_002,2,0.0204,50.00,55.00,585,583,2,0.0034,583,0.0040,0.3265,52.8024,46.6964,94.0461,-4.1142,-10.0017,4.0828,1.0000,10.00,,21,2,0,0,0
run_002,2,0.0204,55.00,60.00,580,580,0,0.0000,580,0.0016,0.1328,74.0145,66.8846,110.5442,-17.5736,-10.0008,1.7189,1.0000,10.00,,20,0,0,0,0
run_002,2,0.0204,60.00,65.00,575,574,1,0.0017,574,0.0015,0.1242,75.1054,73.8933,111.3199,-18.3666,-12.9538,1.2693,1.0000,10.00,,9,1,0,0,0
run_002,2,0.0204,65.00,70.00,576,576,0,0.0000,576,0.0030,0.2441,61.4353,45.4985,95.5313,-15.8046,-14.9853,7.0958,1.0000,10.00,,15,0,0,0,0
run_002,2,0.0204,70.00,75.00,575,573,2,0.0035,573,0.0063,0.5103,36.1874,32.8750,50.4845,-8.3950,-14.9953,9.8838,1.0000,10.00,,22,2,0,0,0
run_002,2,0.0204,75.00,80.00,576,576,0,0.0000,576,0.0044,0.3580,49.7526,37.4442,8.1960,-1.3479,-14.9951,5.4120,1.0000,10.00,,21,0,0,0,0
run_002,2,0.0204,80.00,85.00,575,574,1,0.0017,574,0.0036,0.2901,56.1822,55.9872,-0.3451,0.0641,-14.9953,0.0970,1.0000,10.00,,14,1,0,0,0
run_002,2,0.0204,85.00,90.00,560,559,1,0.0018,559,0.0035,0.2924,55.9431,55.9157,-0.0420,-0.0085,-13.5648,0.8748,1.0000,10.00,,17,1,0,0,0
run_002,2,0.0204,90.00,95.00,558,557,1,0.0018,557,0.0036,0.2927,55.9175,55.9098,-0.0088,-0.0179,-9.3300,0.5024,1.0000,10.00,,15,1,0,0,0
run_002,2,0.0204,95.00,100.00,556,555,1,0.0018,555,0.0036,0.2928,55.9107,55.9098,0.0007,-0.0213,-6.8234,0.5015,1.0000,10.00,,20,1,0,0,0
run_002,2,0.0204,100.00,105.00,555,553,2,0.0036,553,0.0036,0.2928,55.9108,55.9098,0.0003,-0.0210,-4.3207,0.5002,1.0000,10.00,,16,2,0,0,0
run_002,2,0.0204,105.00,110.00,556,555,1,0.0018,555,0.0036,0.2928,55.9108,55.9098,0.0002,-0.0208,-1.8192,0.4966,1.0000,10.00,,18,1,0,0,0
run_002,2,0.0204,110.00,115.00,397,395,2,0.0050,395,0.0035,0.2927,55.9114,55.9098,0.0000,-0.0217,-0.0688,0.1956,1.0000,10.00,,14,2,0,0,0
