run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_014,14,0.2653,0.00,5.00,575,554,21,0.0365,550,0.0445,0.2910,55.8842,55.8733,0.0008,0.0377,0.0002,0.0139,0.9930,10.00,,39,21,0,0,0
run_014,14,0.2653,5.00,10.00,575,561,14,0.0243,561,0.0456,0.2931,55.8755,55.8738,0.0013,0.0560,-0.0187,0.1035,1.0000,10.00,,27,14,0,0,0
run_014,14,0.2653,10.00,15.00,563,554,9,0.0160,554,0.0456,0.2931,55.8760,55.8660,0.0004,0.0567,-5.3267,1.8657,1.0000,10.00,,26,9,0,0,0
run_014,14,0.2653,15.00,20.00,576,561,15,0.0260,561,0.0495,0.3167,53.5940,45.1482,1.8177,1.5444,-9.9615,2.3558,1.0000,10.00,,27,15,0,0,0
run_014,14,0.2653,20.00,25.00,587,329,258,0.4395,329,0.0477,0.5563,32.4524,28.0269,19.0096,15.5732,-9.9831,3.5996,1.0000,10.00,,28,39,217,2,0
run_014,14,0.2653,25.00,30.00,586,255,331,0.5648,255,0.0461,0.6579,24.4181,14.8479,26.0634,21.3316,-9.9939,3.5180,1.0000,10.00,,15,30,255,46,0
run_014,14,0.2653,30.00,35.00,575,264,311,0.5409,264,0.0595,0.8159,12.6850,12.2277,43.1768,35.2298,-9.9934,2.2766,1.0000,10.00,,14,46,265,0,0
run_014,14,0.2653,35.00,40.00,584,200,384,0.6575,200,0.0457,0.8611,9.5092,5.3381,50.4651,31.7185,-9.9943,4.5170,1.0000,10.00,,14,35,200,149,0
run_014,14,0.2653,40.00,45.00,581,261,320,0.5508,261,0.0543,0.7488,17.5473,12.6752,66.3216,18.5881,-9.9843,1.4617,1.0000,10.00,,14,47,260,13,0
run_014,14,0.2653,45.00,50.00,586,362,224,0.3823,362,0.0549,0.5891,29.9817,18.5633,76.2271,10.5623,-9.9925,5.2994,1.0000,10.00,,26,25,195,4,0
run_014,14,0.2653,50.00,55.00,585,556,29,0.0496,556,0.0581,0.3841,47.1633,44.3451,89.6948,-0.4692,-9.9854,1.5181,1.0000,10.00,,27,15,0,14,0
run_014,14,0.2653,55.00,60.00,579,570,9,0.0155,570,0.0309,0.1975,66.5450,51.4427,104.7615,-12.8009,-9.9951,4.7583,1.0000,10.00,,28,9,0,0,0
run_014,14,0.2653,60.00,65.00,576,569,7,0.0122,569,0.0194,0.1230,75.2634,75.1874,111.5257,-18.3493,-11.0261,0.8226,1.0000,10.00,,27,7,0,0,0
run_014,14,0.2653,65.00,70.00,576,571,5,0.0087,571,0.0253,0.1607,70.6234,60.0075,106.3530,-17.4862,-14.8883,3.8133,1.0000,10.00,,28,5,0,0,0
run_014,14,0.2653,70.00,75.00,575,457,118,0.2052,457,0.0513,0.4310,43.2459,32.7723,70.1202,-11.5571,-14.9906,9.6376,1.0000,10.00,,28,24,94,0,0
run_014,14,0.2653,75.00,80.00,576,430,146,0.2535,430,0.0510,0.4528,41.2238,32.6994,22.4942,-3.6420,-14.9939,8.6157,1.0000,10.00,,28,22,98,26,0
run_014,14,0.2653,80.00,85.00,575,558,17,0.0296,558,0.0460,0.2933,55.8556,52.7534,-0.0031,0.1156,-14.9910,0.8826,1.0000,10.00,,27,17,0,0,0
run_014,14,0.2653,85.00,90.00,568,551,17,0.0299,551,0.0455,0.2921,55.9722,55.8943,-0.1103,0.0631,-14.8136,0.3509,1.0000,10.00,,28,17,0,0,0
run_014,14,0.2653,90.00,95.00,558,544,14,0.0251,544,0.0456,0.2929,55.8973,55.8709,-0.0170,0.0437,-10.6757,0.8665,1.0000,10.00,,26,14,0,0,0
run_014,14,0.2653,95.00,100.00,556,542,14,0.0252,542,0.0448,0.2930,55.8907,55.8655,-0.0094,0.0433,-7.8305,0.5024,1.0000,10.00,,27,14,0,0,0
run_014,14,0.2653,100.00,105.00,555,541,14,0.0252,541,0.0448,0.2930,55.8829,55.8630,-0.0004,0.0430,-5.3269,0.5009,1.0000,10.00,,26,12,0,2,0
run_014,14,0.2653,105.00,110.00,556,542,14,0.0252,542,0.0454,0.2930,55.8852,55.8649,-0.0003,0.0375,-2.8247,0.4974,1.0000,10.00,,27,14,0,0,0
run_014,14,0.2653,110.00,115.00,559,532,27,0.0483,532,0.0442,0.2930,55.8835,55.8652,-0.0014,0.0435,-0.4826,0.3354,1.0000,10.00,,26,10,0,17,0
run_014,14,0.2653,115.00,120.00,86,85,1,0.0116,85,0.0459,0.2930,55.8843,55.8720,-0.0030,0.0449,0.0212,0.0126,1.0000,10.00,,26,1,0,0,0
