run_id,run_index,interference_level,t_start_s,t_end_s,packets,delivered,dropped,loss_rate,delayed,avg_delay_s,avg_strength,avg_distance_m,min_distance_m,avg_x_m,avg_y_m,avg_z_m,avg_speed_m_s,pos_valid_frac,avg_satellites,avg_rssi,queue_max,random_drops,throttle_drops,burst_drops,blackout_drops
run_019,19,0.3673,0.00,5.00,577,564,13,0.0225,561,0.0630,0.2915,55.8841,55.8652,0.0002,0.0390,0.0075,0.0022,0.9948,10.00,,44,13,0,0,0
run_019,19,0.3673,5.00,10.00,575,549,26,0.0452,549,0.0613,0.2932,55.8686,55.8664,0.0006,0.0728,0.0063,0.0082,1.0000,10.00,,27,26,0,0,0
run_019,19,0.3673,10.00,15.00,567,522,45,0.0794,522,0.0586,0.2932,55.8670,55.8638,0.0005,0.0768,-3.3948,1.7351,1.0000,10.00,,28,20,0,25,0
run_019,19,0.3673,15.00,20.00,569,537,32,0.0562,537,0.0610,0.2980,55.3906,50.9297,0.3831,0.3784,-9.8355,1.1269,1.0000,10.00,,27,32,0,0,0
run_019,19,0.3673,20.00,25.00,587,397,190,0.3237,397,0.0697,0.4995,37.2842,28.0173,15.0345,12.3433,-9.9790,4.9875,1.0000,10.00,,28,41,149,0,0
run_019,19,0.3673,25.00,30.00,591,235,356,0.6024,235,0.0557,0.6433,25.5186,16.1199,24.9806,20.4677,-9.9915,2.8460,1.0000,10.00,,14,40,235,81,0
run_019,19,0.3673,30.00,35.00,576,247,329,0.5712,247,0.0767,0.8118,12.9793,12.2351,42.2219,34.4717,-9.9950,3.0037,1.0000,10.00,,14,50,247,32,0
run_019,19,0.3673,35.00,40.00,586,194,392,0.6689,194,0.0620,0.8516,10.1780,5.3182,47.4727,34.1777,-9.9924,3.1022,1.0000,10.00,,14,58,195,139,0
run_019,19,0.3673,40.00,45.00,587,269,318,0.5417,269,0.0776,0.7743,15.7166,7.2340,64.7602,19.8995,-9.9874,2.8543,1.0000,10.00,,15,50,268,0,0
run_019,19,0.3673,45.00,50.00,576,305,271,0.4705,305,0.0714,0.6293,26.7593,18.4251,73.6515,12.5759,-9.9974,4.7374,1.0000,10.00,,28,46,225,0,0
run_019,19,0.3673,50.00,55.00,579,550,29,0.0501,550,0.0825,0.3954,46.1349,40.9940,88.8710,0.1515,-9.9876,1.3905,1.0000,10.00,,27,29,0,0,0
run_019,19,0.3673,55.00,60.00,585,573,12,0.0205,573,0.0519,0.2415,61.7236,48.4919,101.0541,-9.6793,-9.9912,5.4259,1.0000,10.00,,27,12,0,0,0
run_019,19,0.3673,60.00,65.00,576,569,7,0.0122,569,0.0267,0.1229,75.2776,74.2243,111.5357,-18.3598,-10.3917,0.6442,1.0000,10.00,,27,7,0,0,0
run_019,19,0.3673,65.00,70.00,576,563,13,0.0226,563,0.0298,0.1398,73.1249,66.3614,109.1769,-17.9341,-14.5273,2.6029,1.0000,10.00,,27,13,0,0,0
run_019,19,0.3673,70.00,75.00,575,510,65,0.1130,510,0.0708,0.3682,49.0811,34.8890,79.4170,-13.0984,-14.9884,9.1773,1.0000,10.00,,28,25,40,0,0
run_019,19,0.3673,75.00,80.00,576,376,200,0.3472,376,0.0680,0.4931,37.6883,32.6873,31.4663,-5.1297,-14.9951,9.4601,1.0000,10.00,,27,37,137,26,0
run_019,19,0.3673,80.00,85.00,575,553,22,0.0383,553,0.0640,0.3037,54.8443,48.2267,1.2543,-0.0813,-14.9896,1.9951,1.0000,10.00,,28,22,0,0,0
run_019,19,0.3673,85.00,90.00,575,555,20,0.0348,555,0.0618,0.2917,56.0133,55.8980,-0.1675,0.0860,-14.9806,0.1221,1.0000,10.00,,28,20,0,0,0
run_019,19,0.3673,90.00,95.00,555,538,17,0.0306,538,0.0623,0.2928,55.9014,55.8630,-0.0243,0.0495,-11.6183,1.0133,1.0000,10.00,,27,17,0,0,0
run_019,19,0.3673,95.00,100.00,556,535,21,0.0378,535,0.0623,0.2930,55.8886,55.8580,-0.0095,0.0484,-8.3368,0.5047,1.0000,10.00,,26,21,0,0,0
run_019,19,0.3673,100.00,105.00,555,533,22,0.0396,533,0.0626,0.2930,55.8814,55.8555,-0.0013,0.0481,-5.8306,0.5011,1.0000,10.00,,27,22,0,0,0
run_019,19,0.3673,105.00,110.00,556,531,25,0.0450,531,0.0617,0.2930,55.8825,55.8567,-0.0004,0.0438,-3.3286,0.4967,1.0000,10.00,,27,25,0,0,0
run_019,19,0.3673,110.00,115.00,556,519,37,0.0665,519,0.0595,0.2930,55.8817,55.8556,-0.0010,0.0468,-0.8578,0.4316,1.0000,10.00,,27,20,0,17,0
run_019,19,0.3673,115.00,120.00,199,188,11,0.0553,188,0.0610,0.2930,55.8819,55.8623,-0.0027,0.0497,0.0186,0.0126,1.0000,10.00,,27,5,0,6,0
