1,1777042305.724833,0.017653,2026-04-24T14:51:45.724833+00:00,sitl_to_mission,40,,,,,,,,,,,,,,,,,,,,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,1,0,0,0
28,1777042305.979309,0.272136,2026-04-24T14:51:45.979309+00:00,sitl_to_mission,40,-0.015070,0.018903,0.000134,0.024175,-35.363262,149.165237,-0.006000,6,10,0.001264,0.001036,-0.101561,,,,,,,55.905699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,28,27,0,0
45,1777042306.000190,0.293006,2026-04-24T14:51:46.000190+00:00,sitl_to_mission,52,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001267,0.001044,-0.101567,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,45,44,0,0
73,1777042306.250622,0.543440,2026-04-24T14:51:46.250622+00:00,sitl_to_mission,23,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001260,0.001041,-0.101576,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,73,72,0,0
105,1777042306.500500,0.793318,2026-04-24T14:51:46.500500+00:00,sitl_to_mission,34,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001260,0.001035,-0.101578,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,105,104,0,0
119,1777042306.754195,1.047014,2026-04-24T14:51:46.754195+00:00,sitl_to_mission,34,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001265,0.001035,-0.101586,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,119,118,0,0
151,1777042307.000739,1.293557,2026-04-24T14:51:47.000739+00:00,sitl_to_mission,36,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001267,0.001036,-0.101581,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,151,150,0,0
186,1777042307.250273,1.543089,2026-04-24T14:51:47.250273+00:00,sitl_to_mission,34,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001264,0.001030,-0.101589,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,186,185,0,0
220,1777042307.728520,2.021344,2026-04-24T14:51:47.728520+00:00,sitl_to_mission,40,-0.015184,0.018752,0.000164,0.024129,-35.363262,149.165237,-0.006000,6,10,0.001259,0.001028,-0.101592,,,,,,,55.905746,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,220,219,0,0
239,1777042307.750376,2.043193,2026-04-24T14:51:47.750376+00:00,sitl_to_mission,56,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001255,0.001038,-0.101600,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,239,238,0,0
274,1777042308.226924,2.519751,2026-04-24T14:51:48.226924+00:00,sitl_to_mission,40,-0.015226,0.018827,0.000222,0.024214,-35.363262,149.165237,-0.006000,6,10,0.001259,0.001040,-0.101601,,,,,,,55.905837,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,274,273,0,0
287,1777042308.250810,2.543628,2026-04-24T14:51:48.250810+00:00,sitl_to_mission,36,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001253,0.001038,-0.101614,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,287,286,0,0
321,1777042308.500323,2.793140,2026-04-24T14:51:48.500323+00:00,sitl_to_mission,56,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001246,0.001036,-0.101618,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,321,320,0,0
345,1777042308.750102,3.042920,2026-04-24T14:51:48.750102+00:00,sitl_to_mission,26,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001247,0.001031,-0.101627,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,345,344,0,0
368,1777042309.000005,3.292823,2026-04-24T14:51:49.000005+00:00,sitl_to_mission,41,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001254,0.001036,-0.101635,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,368,367,0,0
398,1777042309.250823,3.543640,2026-04-24T14:51:49.250823+00:00,sitl_to_mission,26,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001250,0.001035,-0.101644,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,398,397,0,0
438,1777042309.727975,4.020799,2026-04-24T14:51:49.727975+00:00,sitl_to_mission,40,-0.015099,0.018379,-0.000071,0.023786,-35.363262,149.165237,-0.006000,6,10,0.001246,0.001034,-0.101643,,,,,,,55.905784,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,438,437,0,0
453,1777042309.750024,4.042842,2026-04-24T14:51:49.750024+00:00,sitl_to_mission,26,-0.010000,0.010000,0.000000,0.014142,-35.363262,149.165237,-0.006000,6,10,0.001244,0.001030,-0.101654,,,,,,,55.901699,0.000000,50.000000,25.000000,45.000000,0.000000,1.500000,0.100000,0.050000,0.020000,1,0.000000,0.000000,0,0,0,forward,1,,0.000000,453,452,0,0
