28,0.267018,0.000037,0.024200,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,28,27,0,0
55,0.446812,0.000143,0.023943,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,55,54,0,0
83,0.764434,0.000167,0.023914,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,83,82,0,0
110,1.010911,0.000169,0.024037,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,110,109,0,0
137,1.262953,0.000121,0.024249,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,137,136,0,0
164,1.445838,0.000150,0.023992,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,164,163,0,0
192,1.764591,0.000151,0.023963,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,192,191,0,0
219,2.017045,0.000144,0.024121,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,219,218,0,0
246,2.267379,0.000133,0.024141,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,246,245,0,0
273,2.445869,0.000116,0.023971,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,273,272,0,0
301,2.763023,0.000103,0.023922,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,301,300,0,0
328,2.892399,0.000048,0.024037,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,328,327,0,0
356,3.261329,0.000020,0.024286,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,356,355,0,0
383,3.443284,0.000118,0.024147,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,383,382,0,0
429,3.650570,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,429,428,0,11
454,3.805895,0.000192,0.024352,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,454,453,0,11
485,4.248799,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,485,484,0,11
512,4.447280,0.000318,0.024025,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,512,511,0,11
541,4.650328,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,541,540,0,11
568,4.850839,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,568,567,0,11
597,5.251959,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,597,596,0,11
624,5.445580,0.000136,0.024084,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,624,623,0,11
652,5.647356,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,652,651,0,11
679,5.850543,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,679,678,0,11
708,6.254385,0.000000,0.020000,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,708,707,0,11
735,6.448840,-0.000021,0.023981,0.015000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,735,734,0,12
771,6.652399,0.000000,0.020000,0.005000,6,10,0.100000,0.050000,1,0.005000,2.000000,0,0,0,1,0.000000,771,770,0,15
