0.5102,28,0.176057,-0.010557,0.040656,0.012082,-0.000007,-0.022509,-0.003126,0.022725,-0.002000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,23,11,1,0.043012,28,4,12,0
0.5102,56,0.426544,-0.010581,0.040059,0.010875,0.000218,-0.022544,-0.003107,0.022758,0.000000,6,10,0.306120,0.102040,3,0.004082,0.612240,1,28,2,0,0.025017,56,16,37,0
0.5102,85,0.899695,-0.010564,0.039406,0.009816,0.000520,-0.022608,-0.003057,0.022819,0.000000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,55,0,1,0.031254,85,31,53,0
0.5102,111,0.926002,-0.010507,0.038693,0.008909,0.000753,-0.022737,-0.002969,0.022942,0.001000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,81,13,1,0.034819,111,31,66,0
0.5102,139,1.176236,-0.010439,0.038507,0.008153,0.001128,-0.022468,-0.002876,0.022679,0.001000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,109,13,1,0.035759,139,45,80,0
0.5102,168,1.643105,-0.010325,0.038428,0.007514,0.001464,-0.022198,-0.002739,0.022414,0.002000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,137,0,1,0.046133,168,72,95,0
0.5102,196,1.899163,-0.010195,0.038226,0.006967,0.001697,-0.021914,-0.002569,0.022129,0.003000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,161,0,1,0.044918,196,84,111,0
0.5102,216,1.926533,0.000000,0.000000,-0.003000,0.000000,-0.020000,0.000000,0.020000,0.003000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,180,10,0,0.043495,216,84,121,0
0.5102,251,2.338376,-0.009963,0.038395,0.006116,0.002084,-0.021173,-0.002284,0.021397,0.003000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,210,0,0,0.042329,251,109,141,0
0.5102,264,2.430776,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,222,6,0,0.041451,264,109,148,0
0.5102,307,2.897935,-0.009732,0.038501,0.005490,0.002398,-0.020741,-0.002051,0.020980,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,262,0,0,0.041773,307,135,171,0
0.5102,332,2.926021,-0.009591,0.038297,0.005238,0.002554,-0.020735,-0.001919,0.020979,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,285,11,1,0.041070,332,135,185,0
0.5102,362,3.336418,-0.009512,0.038685,0.005049,0.002685,-0.020457,-0.001790,0.020710,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,312,0,0,0.040986,362,160,201,0
0.5102,387,3.426323,-0.009422,0.038845,0.004873,0.002762,-0.020347,-0.001750,0.020608,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,335,11,1,0.040741,387,160,215,0
0.5102,418,3.898409,-0.009316,0.038774,0.004722,0.002860,-0.020433,-0.001632,0.020697,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,364,0,0,0.040773,418,186,231,0
0.5102,443,3.925911,-0.009194,0.038480,0.004606,0.002974,-0.020696,-0.001435,0.020958,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,388,12,0,0.041779,443,186,244,0
0.5102,473,4.338412,-0.009119,0.038571,0.004534,0.003037,-0.020624,-0.001337,0.020889,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,415,0,1,0.041063,473,211,261,0
0.5102,501,4.450769,-0.009057,0.038608,0.004480,0.003025,-0.020658,-0.001268,0.020917,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,441,12,1,0.041714,501,212,276,11
0.5102,544,4.852001,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,482,0,0,0.041835,544,245,298,11
0.5102,571,5.051040,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,508,0,0,0.041156,571,258,312,11
0.5102,598,5.175760,-0.008974,0.038480,0.004448,0.002971,-0.021074,-0.000938,0.021303,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,534,12,0,0.043759,598,259,326,11
0.5102,627,5.450636,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,563,12,1,0.044646,627,273,341,11
0.5102,657,5.851697,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,591,0,1,0.042762,657,299,357,11
0.5102,684,6.052969,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,617,0,1,0.042383,684,312,371,11
0.5102,712,6.251346,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,644,4,0,0.040897,712,322,385,11
0.5102,737,6.426019,-0.009034,0.037839,0.004609,0.002604,-0.022055,-0.000485,0.022213,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,668,11,0,0.040244,737,327,398,11
0.5102,770,6.849574,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,700,0,0,0.042474,770,354,415,11
0.5102,797,7.053537,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,727,0,1,0.043647,797,367,429,11
0.5102,825,7.251839,0.000000,0.000000,-0.005000,0.000000,-0.020000,0.000000,0.020000,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,754,7,0,0.044854,825,374,443,11
0.5102,853,7.443329,-0.009049,0.036912,0.004903,0.002600,-0.023088,-0.000123,0.023234,0.005000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,781,12,0,0.045005,853,382,458,12
0.5102,886,7.853811,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,812,0,0,0.044306,886,410,475,12
0.5102,910,7.926290,-0.009064,0.036470,0.005112,0.002537,-0.023557,0.000001,0.023693,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,834,10,0,0.043619,910,411,488,12
0.5102,941,8.253504,0.000000,-0.009068,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,862,7,0,0.042414,941,428,505,12
0.5102,967,8.425995,-0.009078,0.036152,0.005244,0.002556,-0.023986,0.000068,0.024122,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,886,11,0,0.041870,967,436,519,12
0.5102,999,8.849902,0.000000,-0.009068,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,917,0,1,0.041742,999,462,536,12
0.5102,1026,9.055332,0.000000,-0.009068,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.306120,0.102040,3,0.004082,0.612240,0,939,0,1,0.040264,1026,473,552,12
