0.0612,29,0.389373,0.000692,-0.015408,0.008543,0.001770,-0.020271,-0.001604,0.020411,-0.008000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.008739,29,28,0,0
0.0612,57,0.694488,0.000833,-0.015413,0.008042,0.001940,-0.020218,-0.001587,0.020373,-0.008000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.009786,57,56,0,0
0.0612,85,0.948397,0.000974,-0.015578,0.007607,0.002056,-0.020338,-0.001548,0.020500,-0.007000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010050,85,84,0,0
0.0612,112,1.195844,0.001109,-0.015765,0.007221,0.002155,-0.020432,-0.001498,0.020600,-0.007000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010130,112,111,0,0
0.0612,140,1.390298,0.001204,-0.015510,0.006925,0.002229,-0.020168,-0.001384,0.020338,-0.006000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010563,140,139,0,0
0.0612,168,1.694578,0.001297,-0.015441,0.006658,0.002235,-0.020213,-0.001352,0.020381,-0.006000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010570,168,166,1,0
0.0612,196,1.950274,0.001382,-0.015566,0.006410,0.002221,-0.020331,-0.001337,0.020495,-0.006000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010616,196,194,1,0
0.0612,223,2.197915,0.001468,-0.015855,0.006194,0.002234,-0.020560,-0.001247,0.020719,-0.006000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010721,223,221,1,0
0.0612,251,2.388961,0.001496,-0.015571,0.006039,0.002268,-0.020505,-0.001130,0.020660,-0.006000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010887,251,249,1,0
0.0612,297,2.600403,0.000000,0.000000,0.005000,0.000000,-0.020000,0.000000,0.020000,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010781,297,294,2,11
0.0612,325,2.801177,0.000000,0.000000,0.005000,0.000000,-0.020000,0.000000,0.020000,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010807,325,322,2,11
0.0612,354,3.194661,0.001689,-0.015875,0.005681,0.002383,-0.020946,-0.000890,0.021100,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010670,354,351,2,11
0.0612,382,3.390779,0.001717,-0.015987,0.005614,0.002370,-0.021089,-0.000892,0.021241,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010540,382,379,2,11
0.0612,410,3.602412,0.000000,0.000000,0.005000,0.000000,-0.020000,0.000000,0.020000,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010608,410,407,2,11
0.0612,438,3.801646,0.000000,0.000000,0.005000,0.000000,-0.020000,0.000000,0.020000,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010661,438,435,2,11
0.0612,467,4.193657,0.001781,-0.016223,0.005468,0.002299,-0.021593,-0.000629,0.021724,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010955,467,464,2,11
0.0612,495,4.389332,0.001772,-0.016310,0.005451,0.002245,-0.021810,-0.000576,0.021933,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.011141,495,492,2,11
0.0612,523,4.599860,0.000000,0.000000,0.005000,0.000000,-0.020000,0.000000,0.020000,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010973,523,520,2,11
0.0612,551,4.804027,0.000000,0.000000,0.005000,0.000000,-0.020000,0.000000,0.020000,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010932,551,548,2,11
0.0612,580,5.193832,0.001765,-0.016860,0.005456,0.002243,-0.022554,-0.000362,0.022668,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010898,580,577,2,11
0.0612,608,5.393931,0.001764,-0.017046,0.005463,0.002154,-0.022808,-0.000362,0.022912,-0.005000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010739,608,605,2,11
0.0612,644,5.600645,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010823,644,641,2,15
0.0612,672,5.803723,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010883,672,669,2,15
0.0612,701,6.196686,0.001724,-0.017491,0.005467,0.002192,-0.023446,-0.000251,0.023550,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010788,701,698,2,15
0.0612,729,6.391240,0.001725,-0.017680,0.005453,0.002129,-0.023608,-0.000236,0.023705,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010809,729,726,2,15
0.0612,757,6.604282,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010762,757,754,2,15
0.0612,785,6.804691,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010677,785,782,2,15
0.0612,814,7.195555,0.001707,-0.018100,0.005387,0.002057,-0.023395,-0.000224,0.023486,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010652,814,811,2,15
0.0612,842,7.393203,0.001696,-0.018112,0.005384,0.002065,-0.023225,-0.000213,0.023318,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010725,842,839,2,15
0.0612,871,7.600182,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010856,871,868,2,17
0.0612,899,7.802965,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010913,899,895,3,17
0.0612,928,8.199605,0.001683,-0.017760,0.005335,0.002053,-0.022351,-0.000205,0.022446,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010751,928,924,3,17
0.0612,956,8.394327,0.001670,-0.017612,0.005342,0.002012,-0.022093,-0.000190,0.022185,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010801,956,952,3,17
0.0612,984,8.600143,0.000000,0.000000,-0.004000,0.000000,-0.020000,0.000000,0.020000,0.004000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010765,984,980,3,17
0.0612,1012,8.801099,0.000000,0.000000,-0.009000,0.000000,-0.020000,-0.070000,0.072801,0.009000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010720,1012,1008,3,17
0.0612,1040,9.042118,0.001613,-0.017042,-0.025630,0.001906,-0.021777,-0.180488,0.181807,0.035000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,1,1,0.010906,1040,1035,3,17
0.0612,1069,9.390437,0.001609,-0.017206,-0.072729,0.001825,-0.021998,-0.289666,0.290506,0.082000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010852,1069,1065,3,17
0.0612,1098,9.696685,0.001590,-0.017230,-0.149011,0.001818,-0.021794,-0.653884,0.654250,0.159000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010784,1098,1094,3,17
0.0612,1126,9.953379,0.001486,-0.015833,-0.472705,0.001405,-0.012583,-1.222599,1.222664,0.482000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010765,1126,1122,3,17
0.0612,1153,10.201312,0.001391,-0.012237,-0.760588,0.001161,-0.002057,-1.199674,1.199676,0.770000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010760,1153,1149,3,17
0.0612,1181,10.390480,0.001240,-0.006811,-1.093865,0.001042,0.001052,-1.436661,1.436661,1.103000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010489,1181,1177,3,17
0.0612,1209,10.700687,0.001050,-0.002203,-1.492275,0.001119,-0.003373,-1.685077,1.685080,1.502000,6,10,0.036730,0.012240,1,0.000490,0.073470,0,0,0,1,0.010383,1209,1204,4,17
